7510,,odin-zeuss+Stadt,484,413,2,498
15636,926282,un2003s+Dorf,614,473,16,5860
1262,8981164,011+wolf,464,495,19,13920
17795,8829730,Blackbox1,403,571,4,3224
18061,9008998,HerrgottausStas+Stadt,465,547,17,997
14578,9221767,Johnny4884+Stadt,619,502,7,5787
11943,9220487,Naxos,548,409,11,449
14757,602298,004+Rhodos,603,532,19,2035
5611,9196768,44.03-Olymp-I,494,478,7,4000
10564,9219840,Cyzicus,420,541,7,221
12140,9220575,uwe1401s+Stadt,605,525,10,599
6410,1316002,44-SPA-Sch%C3%BCtzenstube,486,416,11,7853
2665,879204,Eislager,520,502,0,11011
12369,9220713,Hephaistonators+Stadt,424,422,5,637
5522,778388,uli50s+Stadt,523,483,4,11781
9017,387861,Hexohr+04,586,489,0,2128
9274,8212834,Athur+der+1s+Stadt+2,460,532,3,5510
10885,9218375,Afandou,566,541,3,3699
16672,8434756,ich+Nets+Stadt+2,598,546,12,2171
6252,,2A54+Salisbury+Lodge,527,469,4,996
17639,9044760,SandCity,376,487,11,2417
9739,,Mainake,517,594,2,217
17142,1115537,005,498,445,15,1659
13638,778016,Funkytown,525,396,11,3555
8492,7925864,M54+Boss+02,548,429,5,6111
11222,1272000,Jule,497,531,8,1761
554,8976707,Remember+Falo,485,504,17,8819
5663,,Jussi4fcbs+Stadt,508,576,1,915
16954,8664592,Hornskys+Stadt,410,437,7,1123
1992,9216669,Dalyanas+Stadt,548,526,9,483
7596,9218669,Chalcedon,434,548,15,441
4092,997420,Demi+002,438,459,11,1504
1694,8211469,Hell-0090-01,482,537,6,12879
6636,1402112,Hamburg,454,554,10,5979
11692,9220356,Tobias+Reich,398,467,13,1984
12126,9220568,jockel+die+entes+Stadt,556,593,13,513
8331,,%2A.%2A+Achilleus+%2A.%2As+Stadt,417,457,14,779
10932,1618162,Valetta,593,469,14,1049
17367,1226001,Pantheon+A2,495,553,12,1453
16120,486555,S%C3%BCdstadt,404,480,17,3238
7849,9200207,Shockwave,525,582,0,1417
883,1794049,45-08,492,524,14,4629
17693,1365812,Dichotoms+Stadt,524,607,7,4406
15034,1638571,budi97s+Stadt,619,502,5,639
2402,9154985,12+-+Stadt,504,560,18,6837
16119,1034158,Wei%C3%9Flauf,426,444,4,1436
981,9178418,02.03+Schwindlicher,463,501,13,2899
11998,883271,Staubkorn,546,406,5,4848
2515,,Kelenderis,529,557,8,437
16100,7888257,01+Deathtown,383,460,17,3227
13371,9221182,Forks,458,394,19,805
14758,9218438,LiL+X,472,567,6,2528
17694,1556115,Belgi+2,522,621,2,1898
6835,,Desert+Hell,457,422,2,1796
3304,8442327,Kr%C3%BCmels+Mese+1,510,443,12,6240
4678,593738,M+44+004,475,425,15,9344
8866,9219171,Athen,558,572,18,11449
8170,1348444,A+Kap+Dracula,460,559,1,11535
13214,9207382,hidden+squirrels+Stadt,538,583,12,826
15035,9222017,Apkincity,554,607,5,1384
4697,9064195,03+Fort+Zancudo,483,437,9,10191
17209,9223480,MrLucks+Stadt,396,424,2,633
374,9186774,55+Bad+Morning,507,520,18,11933
11190,9220139,Callatis,569,579,17,441
15534,9222254,Lucentum,453,600,3,197
11789,9217862,Lykosoura,431,565,17,219
7831,533156,Heylands+II,484,422,19,3724
15374,9222169,holgerlaenders+Stadt,429,400,11,823
2237,9172621,Fritz+Walter+Stadt,462,535,17,2032
13544,9199063,almi+70s+Stadt+3,563,509,0,2349
17436,1418132,Ingolossoss+Stadt,428,394,9,1318
15181,9222084,Ambrosia,531,395,1,221
18146,9219824,Bj%C3%B6rn+1304s+Stadt,580,558,7,1444
17640,9222468,Stadt+3,585,599,2,2531
8659,9058279,Hertigopolis,429,522,4,2145
17695,9217773,Cyber+1,531,410,6,1942
5089,1349852,b...,499,527,1,4289
3503,9010548,03+Smaugs+Ein%C3%B6de,539,460,19,5940
8395,,elke53s+Stadt,479,582,18,490
17622,8782475,BriHard+1.0,467,586,6,1852
6640,8741467,Genesis,498,572,1,4318
18334,8921779,ArnulfDieAxts+Stadt+2,385,487,13,1206
14762,9221868,Iasos,559,404,16,221
5195,1399994,440032+Da+Vinci+Code,453,469,6,5524
5285,1835311,M05,489,475,3,3989
17696,9222264,Medingen+2,434,584,18,1559
6964,9217668,Afgan+03,475,425,10,6773
17451,9224000,Nocres+Stadt,452,382,6,1747
17311,735489,Red+Caps+Stadt,605,504,1,2837
930,8900917,dasurgesteins+Stadt,497,522,0,811
15372,9218899,Chania,420,408,7,221
16671,9222816,HrWarriors+Stadt,379,472,11,534
441,9205840,1.1+BLACK+MAMABA,468,492,15,12181
10251,9219729,Pithecusae,590,473,11,223
18418,1382029,Nord+1,547,521,18,1497
12048,1645382,schlumpfhausen+02.0,474,572,6,4413
7597,9218670,Eretria,424,508,12,1090
18406,220727,Datschkoluogo,373,476,8,1661
14003,1398704,Ochsford,589,456,0,3492
17339,1350764,Fiedler1s+Stadt,534,550,11,1731
13372,9221183,Ocasios+Stadt,437,409,7,223
16930,1243372,002,552,403,2,3866
18241,9107947,Troja,429,572,0,1538
221,9148494,Reavitys+Stadt,504,474,16,197
11804,9220413,Moosburg,487,592,10,954
2375,1963422,54.AB.01,540,494,3,11253
13955,1262068,ministryjenas+Stadt,393,489,15,1431
7515,,The+dominators+Stadt,439,435,1,853
1574,9216583,Hyettos,519,535,15,497
18063,953619,Kreta,567,427,4,1735
8891,609133,%2AM55+Bergwerk,567,541,15,1648
8618,9149244,Risannas+Stadt,533,580,9,915
8414,,Tegea,469,581,19,516
14534,9221735,Tragana,607,537,9,248
4078,9216874,Ford+Mustang,506,450,0,7872
16237,8500888,Saphira,487,376,7,5329
4249,9216347,Augsburg,537,477,1,4603
4300,881425,these+roots,496,520,0,1504
17756,9127887,Kailipoliss+Stadt,618,530,0,1896
7301,8994798,Clean+Alexandria,451,428,6,3949
14535,9221736,Ithaca,554,607,19,509
17755,9222267,b%C3%A4reninsel,419,576,1,1487
4980,8211469,Hell-0112-01,484,536,4,5093
5412,9218537,Pharsalos,567,480,16,764
15036,9222018,Plataea,549,605,18,564
3411,9162289,Froschcotte,434,480,2,3833
11198,1074192,5510,512,498,3,1591
18419,9222064,JacobJohnsons+Stadt,571,625,7,1019
10694,9219912,brata1s+Stadt,422,547,4,513
13419,9221207,Mytilene,608,489,9,563
15856,9222397,Orchomenos,455,604,9,2097
3174,1376938,Makedonia1,459,450,19,3871
17786,1712437,Scraggys+Stadt,396,424,10,474
8769,,terrorist123s+Stadt,562,438,3,503
14425,1322108,schrotti04s+Stadt,606,470,11,223
17757,9219522,Schnegge+3,577,565,1,1611
10971,883271,Pithecusae,550,417,4,5754
18410,9222109,Mainake,569,400,14,1032
330,9197690,1.04+Blabla+III,518,522,3,5221
18147,9225809,Gaia,537,386,14,753
18158,8782248,CloneTroopersPhase2,493,612,10,1341
3010,1455424,Milch+03,495,492,6,8780
2325,9110373,Utopia,460,470,2,11676
15920,9222441,Chalcedon,446,603,16,460
15166,8990852,Collier,433,379,3,2298
18420,9156717,TjaMoiiiiiins+Stadt,551,390,17,175
18321,451837,01+Thundertown,393,558,1,1375
18335,9220033,Istanbul,540,418,10,1076
17420,9140435,Mahler+220718,383,447,17,2643
17258,9208019,2000+-+1,470,551,17,2133
11083,9220087,Cyzicus,552,414,6,441
15167,9222080,bevellys+Stadt,535,391,2,1138
14096,9221518,Taras,404,544,9,221
12568,9220810,Callatis,525,610,10,519
3561,9217182,Odessos,517,562,18,465
11348,1912928,achunters7,467,586,4,6810
17591,9201602,65+02+Gl%C3%BCcksb%C3%A4r,601,505,7,2036
546,1736138,ROM+II,505,491,14,9981
14188,9221566,Pithecusae,566,411,19,197
17875,9220247,Lekago+3,617,540,17,1653
9475,930960,Hallerm%C3%BChle,540,418,8,6699
10461,42535,Drabis+Stadt,559,583,18,1142
12824,1271772,kneipentrrorists+Stadt,440,578,18,693
13706,9221334,Chersonese,605,484,13,984
8728,,Menelaion,583,476,0,251
5905,8483353,008,431,512,17,5150
8703,,JMP-SooNs+Stadt,583,497,4,488
15523,486555,Nordstadt,420,424,17,3487
16400,,Julin,387,538,7,755
15921,9222442,Mochlos,485,616,6,221
8240,,jackdaniel1509s+Stadt,492,406,14,513
5900,,Delos,493,566,7,625
7904,8629599,Fishtinani+3,435,552,17,5324
12841,9220960,Neapolis,440,578,0,514
1983,1447587,M55+02+Quo+Vadis,551,500,4,3691
862,501326,M45+Girona,470,507,5,1784
18065,9224039,02NIXda,405,417,13,1920
4504,9217523,Menelaion,449,535,10,2790
5806,8999684,Olli+Ehrchens+Stadt,510,462,2,1625
9643,1688748,04+Hohenehr,457,484,6,7489
13235,9221123,Chorsiae,495,604,11,807
12754,9220906,Calithea,394,468,1,486
4635,1042651,Etox+City+8,541,539,4,4992
4854,9095741,Kalydon,548,538,4,14350
2872,8961739,Cy02,549,503,2,7444
3875,9138573,Sch%C3%B6ne+Insel,520,461,19,10933
7726,1314050,d...Knossos,465,574,3,1171
15183,9221062,Altstadt,525,396,5,3208
16028,9222512,Athen,549,615,0,221
8894,,Volcos,538,583,1,694
14586,9221775,Pharos+,610,548,6,221
18066,9214286,Wurzi+13s+Stadt+2,567,541,12,1430
2518,752431,Persia,556,530,5,1500
1836,8955696,05+Eckernf%C3%B6rde,554,506,5,5670
9005,,Ebisons+Stadt,548,429,14,507
12553,9218521,f3fes+Stadt,583,497,17,1561
16417,9222678,edzardls+Stadt,403,571,19,219
14760,9221866,Tegea,525,390,3,223
8300,860789,Bierbauch,493,566,13,9230
5260,1195651,Elnettis+Stadt+02,498,414,8,4780
17697,9178105,B02+Chelsea,525,610,12,1525
11786,9219446,H%C3%B6henberg,525,409,12,4239
3400,1061014,Asinus+I,541,539,15,5834
18064,8818507,Lohgock+I,513,531,4,1300
17698,9222456,Windhelm,585,599,1,1349
6380,151338,marlboro+Stadt+2,557,450,0,996
17708,8931302,Drejans+Stadt,618,490,14,2224
14767,155554,b..02,446,480,2,2733
3619,1228960,Lakonien+01.7,490,556,6,3432
6982,,Tehran,457,422,15,651
11918,9220476,Morphagnors+Stadt,598,475,16,221
13984,857921,Minas+Tirith+02,403,488,8,2056
10565,9219841,Arginusae,498,588,9,219
17876,739280,joern888s+Stadt,392,434,6,805
3801,1691073,Chassis+Stadt,462,531,2,7701
134,1556658,DEATH,519,497,0,2642
8807,,Tegea,567,554,10,513
11420,9220238,Cassandra123s+Stadt,603,532,1,221
16077,9222532,Kalamata,487,376,10,477
18243,1556115,Belgi+3,541,608,18,1262
8262,9209205,%2AD%C3%BCsterwald%2A,476,474,1,2843
17642,8200293,Bollwerk,394,468,13,2701
6844,1651828,BooM4ns+Stadt,567,541,3,2312
13804,9221383,Teos,529,613,3,221
17699,1076355,Findrals+Bria+2,544,584,9,1878
18069,8628819,6ee9oos+Stadt,386,416,1,1397
15170,717977,M45+04,454,553,4,1581
948,113629,Laus+2,502,543,11,3245
9109,90426,Handelskontor+I,496,533,7,4084
9921,,Eiram2s+Stadt,554,578,19,217
13672,9221316,Sparta,409,552,8,2745
4607,9217566,Therma,448,446,12,223
11672,9220345,Axios,394,499,11,5569
11651,1061014,Porcus+Tumultus+II,593,535,10,9607
15040,1915051,-neotrace2-s+Stadt,621,515,4,223
1984,1579775,eisenfelss+Stadt,501,555,3,509
18242,9171819,M45+Warnem%C3%BCnde,450,557,8,1721
5202,8923999,Pleb+4,484,516,5,4322
3916,8337389,004+hei%C3%9Fes+Eisen,556,530,15,1269
17320,899331,MIlli999s+Stadt+2,629,477,6,1206
2247,1036977,1-1,496,459,19,8999
14769,8013765,DE95+R+03,436,568,7,3726
1385,9216553,Lebadea,479,526,1,444
18421,1564928,Genki+Lama,490,528,0,1169
18159,620950,Bravo+01,261,339,1,1799
9184,9219293,HajFamily,428,445,6,10418
3257,9203800,44-Bodenwelle,464,495,16,3637
16029,9222513,Cyzicus,549,615,16,480
3766,9199802,Sonne,496,520,7,2273
15185,9217321,abydos,456,449,0,2276
18071,8931302,Drejans+Stadt+2,615,495,6,1582
7592,8991644,L%C3%BCnen,568,492,15,12166
5525,,Bonn,522,454,6,1334
5184,9056648,Wie%3F+07,558,471,2,12607
18073,1611423,Lyktos,503,387,16,1743
7832,7931241,xx.1,522,555,7,4479
12341,9220696,Troy,457,399,7,241
3659,,Areopolis,459,450,9,488
3712,8392882,Graue+Ganss+Stadt,459,450,10,1060
3670,9216960,M%C3%BCcke2,450,529,19,2760
1841,971030,%3D007%3D,532,479,7,10758
13956,692201,M43-02,499,538,2,2779
17877,9217149,Tscheljabinsk-65,600,473,4,1513
15038,9217722,Kleve,495,398,11,3572
6080,,Eretria,573,488,15,503
11266,8076365,004.01te+Stadt,576,485,13,5467
13168,8834202,xenofontass+Stadt,459,591,5,984
1613,1010946,Kupferh%C3%B6hle,457,498,1,14899
6969,1379956,Schnief,464,551,1,12137
16030,9222514,Chalcedon,549,615,13,446
10191,1278020,M45-A5,487,551,1,2217
17544,9220793,F03-168525-1,590,428,19,1971
17334,9059583,ogrimes+Stadt,436,599,8,175
18072,9192247,Bizzzys+2,447,388,10,2035
17101,9221867,Bash,512,389,6,2574
1261,417477,01+Igling,464,495,13,11877
2741,8676770,Sabrina+1,443,495,14,7602
797,243826,44+Delta,484,473,19,8176
17292,9223599,SirJoshs+Stadt,394,562,17,226
10148,9219685,Myra,456,408,2,1134
12679,8930088,Caesaris+Stadt,525,610,15,501
14587,9216481,manfred1954manfred,503,387,7,2143
3685,9196822,roju9999s+Stadt,470,551,1,952
14494,9221710,Malaca,439,404,12,221
6762,854498,Winters-children,429,522,15,2700
18244,1023661,Neustadt,429,400,1,1391
10168,9219695,Troizen,408,454,19,673
2995,1007805,Lahnstein,558,518,2,2932
16167,1721837,Spocky+1,566,565,14,1302
18422,1402112,Nakralls+Stadt+3,450,557,19,1326
6963,1730465,Ko+Chang+III,489,475,2,2484
15186,1414014,oktopuss1s+Stadt+2,582,520,14,1516
2640,1439751,Hardiswall,495,510,5,6043
11569,8219068,Abakan,598,475,18,5610
1063,,Gustl2804s+Stadt,519,468,19,918
15042,9222020,Megara,536,614,9,967
8506,,Scione,577,465,0,919
14164,9221555,Dioscurias,419,418,10,221
10741,9140964,PatAgui10s+Stadt,443,567,15,221
9920,,Smyrna,593,535,5,539
18230,1678398,Bannana+Island,394,562,4,1733
18336,9223403,Michi.s+Stadt,585,599,6,1156
13873,8996873,Anchrisiks+Stadt,529,613,9,241
17878,8391153,Stripe,449,535,6,1603
11986,9220506,Tragana,424,422,13,223
13765,9221366,Spartalos,599,452,12,594
15570,9222272,SkorpioAxions+Stadt,411,568,9,560
11633,9219403,Zangara,587,492,1,5010
1105,8616910,Clemeeys+Stadt,519,468,10,232
11726,9220373,Chalcis,548,409,17,197
10933,9220005,Sybaris,568,430,1,221
14536,9221737,Der+neue+altes+Stadt,610,548,11,586
8311,9217254,Ba+Sing+Se+004,466,442,6,7260
17788,9197690,el+maleantes+Stadt,537,508,9,1312
12696,9220872,schranzministers+Stadt,610,517,2,811
6680,,XMboxs+Stadt,555,445,8,509
18423,9221790,Grumel12s+Stadt,599,563,5,1084
16498,9206594,..JJ01..,420,408,12,3584
12781,9134010,Micherios,394,468,11,1266
17789,9223005,Limburgerhof,621,497,5,1721
15041,9222019,Theben,536,614,5,465
18424,141650,Frankfurt1,592,569,19,1153
3111,8446110,Gregoria+II,520,502,9,4493
6196,,M%C3%BCnchhausen,502,569,11,1451
9935,,crohde82s+Stadt,592,524,8,517
3130,1794049,45-02,495,513,9,8817
698,9216440,Erinyen,485,504,12,2336
1266,,BinDerJamess+Stadt,491,472,11,492
14189,9221567,Theben,566,411,15,230
7438,397562,Sir+Chris+Is+Stadt,412,481,18,1137
10089,1079098,Misanthropolis,570,442,1,4467
7896,9086688,E+-1,522,454,2,4590
10366,9219770,Sneakers58s+Stadt,540,591,4,435
1050,9216507,Trisixs+Stadt,507,466,14,960
15357,8782094,Schnellwasser,582,450,5,3066
18246,8879428,New+Hope+II,347,435,8,1371
17977,979041,partmart01s+Stadt+2,548,619,8,1683
17701,9222506,Lord+Millwalls+Stadt,610,558,5,1164
18074,7900793,44+Adele,420,431,2,1859
2581,9211010,Eremitia,498,445,12,2955
12676,9217668,Afgan+12,470,409,16,5444
1565,8695142,grande08,519,535,18,10740
6288,1895235,King%27s+Landing,559,533,6,9107
13764,9221367,Selymbria,531,395,15,197
11727,9220374,Kastoria,520,399,19,226
664,9201888,Smaragd,470,507,1,8551
13484,1486899,Theben,592,569,15,6132
